index, v, h, c, numDocs 
crisis3, 0.5295253910879002, 0.49870837199679147, 0.5644018511571935, 1500
crisis3, 0.4581507205459325, 0.3675779811315984, 0.6079528165902035, 1500
crisis3, 0.008717061737328852, 0.004502273076058211, 0.13651728700254404, 1500
crisis3, 0.5019033998471325, 0.4476368924533754, 0.5711423298561324, 1500
crisis3, 0.2510461096925057, 0.2293372628945464, 0.2772945473437519, 1500
crisis3, 0.5549991203067206, 0.525177083601906, 0.588411930452905, 1500
crisis3, 0.5573756416264227, 0.5282193973796374, 0.5899386153552058, 1500
crisis3, 0.280472654438813, 0.20587132612228273, 0.4398665214864874, 1500
crisis3, 0.5561826410043991, 0.5266946123925286, 0.589168386097828, 1500
crisis3, 0.25606028084805804, 0.23595582821579927, 0.2799098012571613, 1500
crisis3, 0.6449741952672199, 0.6321045576411034, 0.658378775504853, 1500
NG3, 0.8424919715706938, 0.8408354449010771, 0.8441550381581933, 1200
NG3, 0.7963053480832044, 0.7929270175768314, 0.799712589072736, 1200
NG3, 0.876460286668499, 0.875993753165083, 0.876927317366074, 1200
NG3, 0.8377545596072137, 0.8365786846974783, 0.8389337447327808, 1200
NG3, 0.9447493711340074, 0.9447028956082486, 0.9447958512328032, 1200
NG3, 0.8256609267861008, 0.8240207849177772, 0.8273076107961223, 1200
NG3, 0.6559604098456705, 0.5686504314896219, 0.7749445692139612, 1200
NG3, 0.536610251231756, 0.48072798885968016, 0.6071935076500208, 1200
NG3, 0.7465293341366989, 0.7414459176686119, 0.7516829364791232, 1200
NG3, 0.9418286566772786, 0.9417689615240602, 0.941888359398674, 1200
NG3, 0.9449375384263732, 0.9448330616127734, 0.9450420383479952, 1200
crisis4, 0.6979625610008574, 0.6843663934234776, 0.7121099032299119, 2000
crisis4, 0.5785784027611642, 0.5165703887750988, 0.657503759720372, 2000
crisis4, 0.6245777402533793, 0.5789754893240178, 0.6779777775736873, 2000
crisis4, 0.5822067501498968, 0.5135640634036798, 0.6720298912008159, 2000
crisis4, 0.5646960023534815, 0.5339988140721598, 0.5991377339467716, 2000
crisis4, 0.7383437190196691, 0.7284466268988148, 0.7485134504721431, 2000
crisis4, 0.4190265542876671, 0.31027278296895566, 0.6451626279428961, 2000
crisis4, 0.45946260256700583, 0.4342483602905453, 0.4877854266735725, 2000
crisis4, 0.010717523855300818, 0.005512611862491901, 0.19201031577342284, 2000
crisis4, 0.5646961501936933, 0.5195404031762946, 0.6184484715826557, 2000
crisis4, 0.5665295784506317, 0.5178782534527753, 0.6252696314413209, 2000
R4, 0.39206775831119894, 0.3159490322917118, 0.5165044850111594, 800
R4, 0.4451383875764044, 0.417746227114872, 0.4763749063723239, 800
R4, 0.3848398897142124, 0.33094863917204664, 0.4596962327187075, 800
R4, 0.5974441505546209, 0.5474761647028579, 0.6574493567626315, 800
R4, 0.6155630504626836, 0.6042431412447883, 0.6273151921780754, 800
R4, 0.5241939332888848, 0.48609272121327723, 0.5687760823109302, 800
R4, 0.7860082866712457, 0.7791462397416493, 0.7929922775393616, 800
R4, 0.3557387136858865, 0.29668952850207825, 0.4441331373269699, 800
R4, 0.6397199839509966, 0.5883052316653464, 0.700982095629754, 800
R4, 0.516859731362096, 0.4613872639395285, 0.587493974942381, 800
R4, 0.48379165889223585, 0.4378426187802321, 0.5405156358857747, 800
NG5, 0.5707563636029582, 0.5572420125402571, 0.5849425130588094, 2000
NG5, 0.6723024044467504, 0.6190605545876803, 0.7355640523532371, 2000
NG5, 0.7655750436878263, 0.7613558477831016, 0.7698412631094769, 2000
NG5, 0.7511822664139728, 0.7428045108937875, 0.7597511554598434, 2000
NG5, 0.8152961851240409, 0.8128262181974505, 0.8177812089755551, 2000
NG5, 0.7004554942398804, 0.6840841319584612, 0.7176296613053958, 2000
NG5, 0.5871463176350565, 0.5223388511531395, 0.670313214103718, 2000
NG5, 0.6698017271630137, 0.6481610776044241, 0.6929373565893099, 2000
NG5, 0.6979631629700094, 0.6504388224980774, 0.752979653670949, 2000
NG5, 0.7163151073917231, 0.7049599855893013, 0.7280420224092151, 2000
NG5, 0.7034200198106382, 0.6893230288891209, 0.7181056288892382, 2000
R5, 0.4837002354577759, 0.468618759781026, 0.4997847197803865, 500
R5, 0.5398380331774307, 0.5207092411333913, 0.5604258561136367, 500
R5, 0.5827819356010737, 0.5601922967159176, 0.6072699720388787, 500
R5, 0.5194103690369574, 0.503121566574897, 0.5367891765488277, 500
R5, 0.5262188633118496, 0.5045721948186923, 0.5498061136600103, 500
R5, 0.5033121729506289, 0.48467331516257844, 0.5234419377484328, 500
R5, 0.4679532200392337, 0.44829805187611255, 0.4894109406309598, 500
R5, 0.5507992945847582, 0.546984326211106, 0.5546678520774649, 500
R5, 0.5287772867740061, 0.49501699245839936, 0.5674795471439402, 500
R5, 0.5443893013290858, 0.5190048098200014, 0.5723845946438161, 500
R5, 0.4536577756360547, 0.431766431622849, 0.477887543999466, 500
NG6, 0.7154085591894808, 0.6984841517297199, 0.7331734962441075, 2400
NG6, 0.65291390270606, 0.6176114839973629, 0.6924967313928031, 2400
NG6, 0.6983258113895273, 0.655695556183171, 0.7468847618133861, 2400
NG6, 0.6622184234369616, 0.6135515770801314, 0.7192709166541225, 2400
NG6, 0.705379669003801, 0.6866661988194905, 0.7251416983190985, 2400
NG6, 0.7389815679791982, 0.7279117749797821, 0.7503932503213989, 2400
NG6, 0.6654255572144577, 0.6382818614028855, 0.6949804270085884, 2400
NG6, 0.6406655700313383, 0.5919657530642525, 0.6980965516639865, 2400
