index, v, h, c, adjustRand, numDocs 
crisis3 , 0.4151412351548239, 0.3800253439824628, 0.4574075584349883, 0.3277965073074289, 1500
crisis3 , 0.4151412351548239, 0.3800253439824628, 0.4574075584349883, 0.3277965073074289, 1500
crisis3 , 0.2647479280111788, 0.25072915895112624, 0.2804271724398836, 0.14814300513842535, 1500
crisis3 , 0.4738344994521365, 0.4374880821502966, 0.5167674280363612, 0.30905517785233555, 1500
