index, km_v, km_h, km_c, km_adjustRand, ag_v, ag_adjustedRand, sc_v, sc_adjustedRand, maxFeature, numDocs, useHashingPipeLine, date 
crisis3, 0.5643815994649022, 0.5380093733758586, 0.5934725269327638, 0.47885728604969596, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-29 10:49:17.680191  
crisis3, 0.3546729316743891, 0.3014821577995664, 0.43065352918852146, 0.15703011858967084, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-29 10:49:17.703130  
crisis3, 0.43762615075005945, 0.368556298058451, 0.538554837954174, 0.27245990764405803, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-29 10:49:17.724074  
crisis3, 0.43507505675735614, 0.394630316573481, 0.48475663275603476, 0.2523542921264183, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-29 10:49:17.749010  
crisis3, 0.556835336386639, 0.527324936663952, 0.5898444836434722, 0.44708733753464863, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-29 10:49:17.770464  
crisis3, 0.544455516665829, 0.51439196794336, 0.5782513136971716, 0.42901481562578214, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-29 10:49:17.792404  
crisis3, 0.5085231251822545, 0.4767861828797079, 0.5447864587911154, 0.37860155753235986, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-29 10:49:17.813348  
crisis3, 0.43740504943257497, 0.3972515364310564, 0.4865886018102777, 0.2556335620456378, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-29 10:49:17.834292  
crisis3, 0.556835336386639, 0.527324936663952, 0.5898444836434722, 0.44708733753464863, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-29 10:49:17.857232  
crisis3, 0.556835336386639, 0.527324936663952, 0.5898444836434722, 0.44708733753464863, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-29 10:49:17.879684  
crisis3, 0.6352073785891342, 0.6207413077184357, 0.6503637867644674, 0.5770145565915019, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-29 10:49:17.902622  
NG3, 0.8737324290183853, 0.8737067153782915, 0.8737581441720551, 0.9214809447326024, 0.30850542435529565, 0.02122932106974856, 0.8130196076236885, 0.8691482374378939, 1000, 1200, False, 2023-06-29 10:49:19.090228  
NG3, 0.8727434011436133, 0.8726740501427775, 0.8728127631679088, 0.9190345531540088, 0.30850542435529565, 0.02122932106974856, 0.8130196076236885, 0.8691482374378939, 1000, 1200, False, 2023-06-29 10:49:19.118154  
NG3, 0.880225333696782, 0.8801994915738076, 0.880251177337219, 0.926295068990177, 0.30850542435529565, 0.02122932106974856, 0.8130196076236885, 0.8691482374378939, 1000, 1200, False, 2023-06-29 10:49:19.143086  
NG3, 0.8626942583614202, 0.862286365561178, 0.8631025372405395, 0.9043775661017456, 0.30850542435529565, 0.02122932106974856, 0.8130196076236885, 0.8691482374378939, 1000, 1200, False, 2023-06-29 10:49:19.167534  
NG3, 0.8543422069539776, 0.8538529892348348, 0.8548319855921205, 0.897333430108689, 0.30850542435529565, 0.02122932106974856, 0.8130196076236885, 0.8691482374378939, 1000, 1200, False, 2023-06-29 10:49:19.191470  
NG3, 0.8757531012698926, 0.8750948326589362, 0.8764123609591775, 0.909136526882741, 0.30850542435529565, 0.02122932106974856, 0.8130196076236885, 0.8691482374378939, 1000, 1200, False, 2023-06-29 10:49:19.215406  
NG3, 0.8704148657060268, 0.870105435077074, 0.8707245164953705, 0.9115838598249123, 0.30850542435529565, 0.02122932106974856, 0.8130196076236885, 0.8691482374378939, 1000, 1200, False, 2023-06-29 10:49:19.238344  
NG3, 0.872857484351019, 0.8724311246601621, 0.873284260972134, 0.9116531252627476, 0.30850542435529565, 0.02122932106974856, 0.8130196076236885, 0.8691482374378939, 1000, 1200, False, 2023-06-29 10:49:19.259290  
NG3, 0.8311460413260137, 0.8298083472510056, 0.8324880552292052, 0.8655280657156574, 0.30850542435529565, 0.02122932106974856, 0.8130196076236885, 0.8691482374378939, 1000, 1200, False, 2023-06-29 10:49:19.282740  
NG3, 0.8705905356670977, 0.8702146175150413, 0.8709667787402163, 0.9117351831891399, 0.30850542435529565, 0.02122932106974856, 0.8130196076236885, 0.8691482374378939, 1000, 1200, False, 2023-06-29 10:49:19.305678  
NG3, 0.850486753114416, 0.8497343224175672, 0.8512405175310039, 0.8900954880987172, 0.30850542435529565, 0.02122932106974856, 0.8130196076236885, 0.8691482374378939, 1000, 1200, False, 2023-06-29 10:49:19.330612  
crisis4, 0.6436033898318312, 0.616968284133539, 0.6726419818374305, 0.5119554785740423, 0.2928274819675092, 0.012988830888989519, 0.06673473479749487, 0.0022926944098440693, 1000, 2000, False, 2023-06-29 10:49:25.151159  
crisis4, 0.6192048294883082, 0.5888809984741031, 0.6528211962748487, 0.46358368932330685, 0.2928274819675092, 0.012988830888989519, 0.06673473479749487, 0.0022926944098440693, 1000, 2000, False, 2023-06-29 10:49:25.179591  
