index, km_v, km_h, km_c, km_adjustRand, ag_v, ag_adjustedRand, sc_v, sc_adjustedRand, nFeature, numDocs, useHashing, date 
crisis3, 0.47762042499415575, 0.44240075441833215, 0.5189328402710043, 0.3145031785708585, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.359565  
crisis3, 0.5398019971879822, 0.513434431041399, 0.5690244015286791, 0.4482116007270658, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.408864  
crisis3, 0.4329365338649982, 0.3652920787020406, 0.5313272268771724, 0.27470263279354834, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.451004  
crisis3, 0.6189775274862566, 0.6031270420501225, 0.6356836162517987, 0.5518697999100536, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.491264  
crisis3, 0.5414996543993197, 0.5106078303599109, 0.5763701023741751, 0.4243083701842997, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.522507  
crisis3, 0.384817259249944, 0.31789992440137477, 0.4874177840059421, 0.3729959948394001, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.569995  
crisis3, 0.5396687539331257, 0.5088321977961217, 0.5744839789596203, 0.4216858213744298, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.608575  
crisis3, 0.5419500569556372, 0.5067325603219828, 0.5824283486928018, 0.458257394144654, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.646731  
crisis3, 0.4362393297462197, 0.36822654933823556, 0.535068406923719, 0.2803586411619962, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.682635  
crisis3, 0.2962176455909839, 0.2787716685930219, 0.3159929925912269, 0.16211007604653535, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.710562  
crisis3, 0.43507505675735614, 0.394630316573481, 0.48475663275603476, 0.2523542921264183, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.742224  
crisis3, 0.2981767304044975, 0.21720919405213487, 0.47538123353566514, 0.1405712554294058, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.788584  
crisis3, 0.7183524187025024, 0.7132769569237712, 0.7235006290208623, 0.7326562893929484, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.825214  
crisis3, 0.43582594824052623, 0.3681900450223176, 0.5339030583353611, 0.2776826682675332, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.863394  
crisis3, 0.556835336386639, 0.527324936663952, 0.5898444836434722, 0.44708733753464863, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.897997  
crisis3, 0.4835741130715547, 0.40700886709212325, 0.5956203701363332, 0.3612504609844568, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.939743  
crisis3, 0.4988336112681432, 0.4960828662195642, 0.5016150317906982, 0.4625146078154157, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:00.979186  
crisis3, 0.6112737091182957, 0.5932283310069382, 0.6304513727730356, 0.536640035293857, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:01.018082  
crisis3, 0.31513245907718324, 0.306612892774528, 0.32413900716399585, 0.25631078982709005, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:01.043519  
crisis3, 0.2783898083401135, 0.20853222854220024, 0.4186291269693339, 0.13326792396987439, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:01.074792  
crisis3, 0.30648217003354106, 0.29212995576733664, 0.32231748408470223, 0.1636418657803608, 0.2425812366191477, 0.010373549799069197, 0.03979519291518766, 0.003036851561645567, 1000, 1500, False, 2023-06-28 16:50:01.117248  
NG3, 0.8381522450360015, 0.8361733784167809, 0.8401405001444565, 0.8603117081183866, 0.30850542435529565, 0.02122932106974856, 0.815267068496267, 0.8714729027549073, 1000, 1200, False, 2023-06-28 16:50:02.557760  
NG3, 0.518779769529731, 0.4665501259238801, 0.5841776526391277, 0.42697471703012396, 0.30850542435529565, 0.02122932106974856, 0.815267068496267, 0.8714729027549073, 1000, 1200, False, 2023-06-28 16:50:02.598387  
NG3, 0.8518674402127329, 0.8514873788667184, 0.8522478409909758, 0.8950051114802391, 0.30850542435529565, 0.02122932106974856, 0.815267068496267, 0.8714729027549073, 1000, 1200, False, 2023-06-28 16:50:02.632680  
